,Unnamed: 0,name,country,city,town,address,total space (sqft),colocation space (sqft),total power (MW),latitude,longitude
258,265,H5 Data Centers,usa, NC, Charlotte,10105 David Taylor Drive,100000,60000,,35.6729639,-79.0392919
259,266,24Shells Inc,usa, CA, Los Angeles,6171 West Century Boulevard,,,,36.7014631,-118.755997
260,267,Hivelocity,usa, FL, Tampa,5908 Hampton Oaks Parkway suite d,30200,30200,,27.7567667,-81.4639835
261,268,Xfernet,usa, CA, Los Angeles, Central LA,,,1.6,36.7014631,-118.755997
262,269,Navegalo,el salvador, San Salvador,9 Calle Poniente,,,,,13.6989939,-89.1914249
263,270,CoreSite,usa, GA, Marietta,1130 Powers Ferry Place,73000,,,32.3293809,-83.1137366
264,271,Web Werks India Pvt Ltd,india, Telangana 500084, Kondapur, Hyderabad,120000,,5.5,17.4709316,78.3324156
265,272,Zenlayer,brazil, 06455-000, Barueri - State of São Paulo, 3641 - Alphaville,,,,-23.50138367,-46.83795952
266,273,Flexential,usa,UT, Salt Lake City,118 South 1000 West,22539,12512,0.49,39.4225192,-111.714358
267,274,Struxture,canada,BC, Vancouver,55 E 7th Ave,10000,3000,2.5,55.001251,-125.002441
268,275,atNorth,iceland,Sjónarhóll 6,,,,148003,80,63.9642024,-22.5387023
269,276,CyrusOne,usa, NC, Durham,2223 Northeast Creek Parkway,420000,220000,50,35.6729639,-79.0392919
270,277,Flexential,usa, GA, Alpharetta,12655 Edison Drive,142475,10000,6,32.3293809,-83.1137366
271,278,Netrality Data Centers,usa, PA, Philadelphia,401 North Broad Street,1300000,283744,40,40.9699889,-77.7278831
272,279,DartPoints,usa, NC, Asheville,100 Technology Dr ste c,23000,11200,,35.6729639,-79.0392919
273,280,Digital Realty,usa,VA, Ashburn,44274 Round Table Plaza bldg l,1057000,,,37.1232245,-78.4927721
274,281,Digital Realty,netherlands, 1098 XG Amsterdam,Science Park 121,,605373,175662,9,52.35598388,4.950453487
275,282,Equinix,spain, Barcelona, 08907 L'Hospitalet de Llobregat,219,27151,,3.41,41.3828939,2.1774322
276,283,Equinix,germany,65933 Frankfurt am Main,,,149620,71042,,50.09827488,8.600775729
277,284,DataBank,usa, TX, Plano,8375 Dominion Pkwy,144000,72600,13.5,31.2638905,-98.5456116
278,285,Digital Realty,usa, IL, Chicago,600 South Federal Street,162000,161547,10,40.0796606,-89.4337288
279,286,Equinix,usa, CA, San Jose,7 Great Oaks Boulevard,175930,37231,14.4,36.7014631,-118.755997
280,287,Digital Realty,germany, 60314 Frankfurt am Main,Weismüllerstraße 38,,52000,,9.6,50.11376968,8.712718914
281,288,Digital Realty,spain, Madrid,71,Calle de Albasanz,118403,,3.6,40.4167047,-3.7035825
282,289,Rackspace,usa, IL, Elk Grove Village,2200 Busse Road,70843,,10.2,40.0796606,-89.4337288
283,290,Centersquare,usa, NJ, Secaucus,15 Enterprise Avenue North,154691,98600,12,40.0757384,-74.4041622
284,292,CyrusOne,usa, OH, Hamilton,103 Knightsbridge Drive,83000,83000,9.5,40.2253569,-82.6881395
285,293,Equinix,australia, Fortitude Valley QLD,54-58 Alfred Street,,15460,8627,,-27.4572735,153.0362663
286,294,Equinix,hong kong, Tsuen Wan,1 Wang Wo Tsai Street,,198000,93708,28280,22.3716605,114.1134699
287,295,Equinix,usa, GA, Atlanta,450 Interstate North Parkway,87971,66774,12,32.3293809,-83.1137366
288,296,QTS Data Centers,usa,NJ, Piscataway Township,101 Possumtown Road,360000,176000,52,40.0757384,-74.4041622
289,297,Cologix,canada, QC, Longueuil,530 Rue Bériault,180000,70000,20,52.4760892,-71.8258668
290,298,Iron Mountain Data Centers,uk, Slough,110 Buckingham Avenue,,269097,,27,51.5111014,-0.5940682
291,299,Equinix,uk, Slough,352 Buckingham Avenue,,129000,129000,2200,51.5111014,-0.5940682
292,300,Digital Realty,ireland, Dublin 17, Priorswood,Clonshaugh Crescent,123785,,10.2,53.40036075,-6.209491171
293,301,Web Werks India Pvt Ltd,india, Maharashtra, Pune, Hinjawadi,43056,35000,5,18.9068356,75.6741579
294,302,365 Data Centers,usa, TX, Richardson,1001 East Campbell Road,75119,36729,6.2,31.2638905,-98.5456116
295,303,QTS Data Centers,usa, OR, Hillsboro,4951 Northeast Huffman Street,158000,85000,24,43.9792797,-120.737257
296,304,Digital Realty,uk, London E14 9SZ, Millharbour,Digital Realty Cloud House West (Bonnington House),119479,,3,51.5074456,-0.1277653
297,305,Centersquare,usa, GA, Lithia Springs,375 Riverside Parkway,86005,30000,6.3,32.3293809,-83.1137366
298,306,Equinix,uk, Slough,2 Buckingham Avenue,,145054,107639,21.6,51.5111014,-0.5940682
299,307,Equinix,australia, Adelaide SA,274 Hindley Street,,5072,4293,,-34.9281805,138.5999312
300,308,DataVerge,usa, NY, Brooklyn,882 3rd Avenue,50000,40000,140,43.1561681,-75.8449946
301,309,China Telecom,netherlands, 1066 VH Amsterdam,Johan Huizingalaan 759,,,,,52.3432794,4.830386352
302,310,365 Data Centers,usa, GA, Smyrna,5600 United Drive Southeast,77300,,4,32.3293809,-83.1137366
303,311,China Telecom,china, Guangdong Sheng, Shenzhen Shi, Nanshan Qu,,,,23.1357694,113.1982688
304,312,Flexential,usa, TX, Plano,3500 East Plano Parkway,261425,156460,18,31.2638905,-98.5456116
305,313,Equinix,spain, Madrid, 28108 Alcobendas,6,189896,53378,,40.4167047,-3.7035825
306,314,Centersquare,usa, Washington, Lynnwood,17300 Hwy 99,103920,62395,20,38.8950368,-77.0365427
307,315,Equinix,ireland, County Dublin, Ballycoolen,Northwest Business Park,113580,62258,10.08,53.40651475,-6.286667703
308,316,Equinix,canada, QC, Saint-Laurent,6205 Rue Vanden Abeele,62921,,,52.4760892,-71.8258668
309,317,CORE Data Centres,canada, ON,Markham,,41000,22000,16,50.000678,-86.000977
310,318,Equinix,usa, NJ, North Bergen,5851 West Side Avenue,163537,71950,5.6,40.0757384,-74.4041622
311,319,Equinix,australia, Unanderra NSW 2526,Lathe Place,,,,41663,-34.4546772,150.8460733
312,320,ManagedWay,usa, MI, Troy,319 Executive Drive,20000,10000,1,43.6211955,-84.6824346
313,321,MOD Mission Critical,usa, CA, San Jose,11 Great Oaks Boulevard,133500,,,36.7014631,-118.755997
314,322,Datacenter United,belgium, 3500 Hasselt,Trichterheideweg 2,,,,,50.952754,5.3506701
315,323,DataBank,usa,TX, Houston,5170 Westway Park Blvd,160000,79520,9,31.2638905,-98.5456116
316,325,Digital Realty,austria, 1210 Vienna,Louis-Häfliger-Gasse 10/building 1,,118000,,0.8,48.27623148,16.41282003
317,326,China Telecom,hong kong, Tsuen Wan, 1 Wang Wo Tsai St,Asia Tone i-Centre,,,,22.3716605,114.1134699
318,327,NorthC,netherlands, 3088 GG Rotterdam,Anthony Fokkerweg 40,,6458,,,51.87459615,4.44848354
319,328,Dynamic Internet,usa, NH, Salem,10 Delaware Drive,12000,5000,,43.4849133,-71.6553992
320,329,Digital Realty,belgium, Zaventem,Mercuriusstraat 27,,15800,,,50.8806207,4.4730008
321,330,Equinix,finland, Vantaa,Myllynkivenkuja 48,,19805,19805,10944,60.2933337,25.0407809
322,332,Les.net,canada, MB, Winnipeg,130 Portage Avenue East,,,,55.001251,-97.001038
323,333,Digital Realty,mexico,76294 Qro.,,,215000,,21,20.2771607,-99.8924207
324,334,H5 Data Centers,usa, OH, Cincinnati,360 Gest Street,80000,60000,,40.2253569,-82.6881395
325,335,DataBank,usa, TX, Dallas,400 South Akard Street,270000,107040,7,31.2638905,-98.5456116
326,336,"Ascenty, a Digital Realty Company",brazil, 02675-031, Osasco - SP, 306-744 - Vila Menck,43055.64,,6,-23.49394108,-46.75062385
327,337,Cologix,usa, FL, Jacksonville,421 West Church Street,10200,10200,,27.7567667,-81.4639835
328,338,Telehouse,uk, London E14 2AA,Coriander Avenue,,53820,53820,,51.5156177,-0.0919983
329,339,Equinix,usa, CO, Centennial,9706 East Easter Avenue,18900,12111,0.5,38.7251776,-105.607716
330,340,Hivelocity,spain, Madrid, 28037 Madrid,71,,,,40.4167047,-3.7035825
331,341,NYI,usa, NY, New York, Hudson Street,21000,,,43.1561681,-75.8449946
332,342,China Telecom,china, Zhejiang, Wenzhou, Longwan District,,,,29.0000001,119.9999999
333,343,Hivelocity,usa, VA, Ashburn,21715 Filigree Court building f,,,,37.1232245,-78.4927721
334,344,Everstream,usa, MI, Grand Rapids,3950 Sparks Drive Southeast,,,,43.6211955,-84.6824346
335,345,Equinix,usa, TX, Houston,1515 Aldine Meadows Road,108336,76649,,31.2638905,-98.5456116
336,346,Lumen,usa, OR, Eugene,90470 Prairie Rd,9194,1900,,43.9792797,-120.737257
337,347,Digital Realty,south africa,Newlands East,Riverhorse Close,,37674,,1.6,,
338,348,Zenlayer,usa, CA, Los Angeles,900 Alameda Street,,,,36.7014631,-118.755997
339,349,"Ascenty, a Digital Realty Company",chile, Región Metropolitana, Santiago, Quilicura,11000,,15,-33.5036125,-70.7588544
340,350,H5 Data Centers,usa, OH, Cincinnati,925 Dalton Avenue,107000,,,40.2253569,-82.6881395
341,351,Zenlayer,spain, 28037 Madrid,71,Calle de Albasanz,,,,40.43025999,-3.62352144
342,352,Equinix,usa, CA, Santa Clara,3000 Corvin Drive,23971,15290,,36.7014631,-118.755997
343,353,Tonaquint Datacenters,usa, ID, Boise,10215 W Emerald St,50000,13000,3,43.6447642,-114.015407
344,354,Azur Datacenter,france, Croissy-Beaubourg,4 Rue des Vieilles Vignes,,40903,22604,2.5,48.8278734,2.6584023
345,355,GTA Data Centers,guam, Tamuning,Gov Carlos G Camacho Rd,,"35,000+","12,000+",4,13.4966854,144.7772156
346,356,Digital Realty,germany, Frankfurt,Hanauer Landstraße 308A,,18000,,1.08,50.1106444,8.6820917
347,357,Cogent Communications,usa, LA, New Orleans,650 Poydras Street,450000,7812,,34.0536909,-118.242766
348,358,Digital Fortress,usa, WA, Tukwila,12101 Tukwila International Boulevard,45600,26400,4,47.2868352,-120.212613
349,359,MOD Mission Critical,usa, CO, Denver,1500 Champa Street,138116,,,38.7251776,-105.607716
350,360,MOD Mission Critical,taiwan, Taipei City, Neihu District,Ruiguang Road,160000,,20,25.0374227,121.5641067
351,361,China Telecom,usa, CA, Los Angeles,600 West 7th Street,6500,6500,,36.7014631,-118.755997
352,362,Evocative,usa,NY, Chappaqua,480 N Bedford Rd,38000,,,43.1561681,-75.8449946
353,363,China Telecom,south korea, Seoul, Gangnam-gu,Dogok 2(i)-dong,,,,37.5666791,126.9782914
354,364,Hut 8,canada, ON,Toronto,,15340,7500,1,50.000678,-86.000977
355,365,Lumen,usa, MO, Kansas City,1100 Walnut Street,21920,2363,,33.512691,131.304743
356,366,Rackspace,germany, 60388 Frankfurt am Main,Kruppstraße 121-127,,,,1.25,50.15053802,8.753674225
357,367,Telesystem,usa, OH, Toledo,4818 Angola Road,40000,1850,,40.2253569,-82.6881395
358,368,MOD Mission Critical,usa, VA, Ashburn,21711 Filigree Court,43356,19935,,37.1232245,-78.4927721
359,369,Hivelocity,usa, FL, Tampa,8010 Woodland Center Boulevard suite 500,,,,27.7567667,-81.4639835
360,370,DataBank,usa,TX, Houston,4201 Southwest Freeway,112000,61050,5.25,31.2638905,-98.5456116
361,371,Zenlayer,taiwan, Kaohsiung, Xinxing District,Zhongshan 1st Road,,,,22.6203348,120.3120375
362,372,Lumen,usa, NY, New York,601 West 26th Street,73822,20000,,43.1561681,-75.8449946
363,373,Flexential,usa, NC, Charlotte,10105 David Taylor Drive,62589,10000,3.3,35.6729639,-79.0392919
364,374,LightEdge,usa, MO, Kansas City,9050 Northeast Underground Drive,72393,34280,2.7,33.512691,131.304743
365,375,Digital Realty,germany,40599 Düsseldorf,,,47000,,23,51.17874293,6.867236993
366,376,Digital Realty,austria, 1210 Vienna,Louis-Häfliger-Gasse 10/building 2,,220000,,32,48.27623148,16.41282003
367,377,365 Data Centers,usa, IL, Chicago,427 South LaSalle Street,10000,,1.72,40.0796606,-89.4337288
368,378,China Mobile International Ltd,germany, Hesse, 64546 Mörfelden-Walldorf,Starkenburgstraße 12,,,,50.6080651,9.0284647
369,379,China Telecom,china, Guangdong,Dongguan,,,,,23.1357694,113.1982688
370,380,H5 Data Centers,usa, TX, San Antonio,100 Taylor Street,85000,50000,3.5,31.2638905,-98.5456116
371,382,Deft,uk,London,,,,,,51.5074456,-0.1277653
372,383,DataBank,uk, Feltham TW14 8RS, Staines Road,Westgate Estate,,26000,3.6,51.4442232,-0.410659
373,384,365 Data Centers,usa, TN, Nashville,147 4th Avenue North,,19656,1.33,35.7730076,-86.2820081
374,385,CoreSite,usa, VA, Reston,12100 Sunrise Valley Drive,201000,,,37.1232245,-78.4927721
375,386,TierPoint,usa, TN, Franklin,311 Eddy Lane,52000,26000,,35.7730076,-86.2820081
376,387,DataBank,usa, TX, Austin,7218 McNeil Drive,11000,7870,0.405,31.2638905,-98.5456116
377,388,DartPoints,usa,IN, Columbus,2425 Technology Blvd,86400,34000,,40.3270127,-86.1746933
378,389,CyrusOne,uk, Slough SL1 4HE,225b Bath Road,,102537,,18,51.5111014,-0.5940682
379,390,QTS Data Centers,usa, CA, Santa Clara,2807 Mission College Boulevard,135000,80000,7.5,36.7014631,-118.755997
380,391,Equinix,south korea, Seoul, Mapo-gu,Sangam-dong,898055,34165,,37.5666791,126.9782914
381,392,Flexential,usa,OR, Hillsboro,5737 NE Huffman St,242683,50157,18,43.9792797,-120.737257
382,393,Element Critical,usa, VA, Vienna,7990 Quantum Drive,200000,70000,10,37.1232245,-78.4927721
383,394,Equinix,france, Pantin, 110 bis Avenue du Général Leclerc,Dachser Paris Pantin,98737,54358,,48.8965023,2.4019804
384,395,AtlasEdge Data Centres,uk, London, Wapping Lane, 11 Princes Court,,15134,4,51.5074456,-0.1277653
385,396,Digital Realty,ireland, Dublin, Kilcarbery,2 Profile Park,86111,,5,53.3493795,-6.2605593
386,397,H5 Data Centers,usa, WA, Quincy,1711 M Street Northeast,240000,240000,40,47.2868352,-120.212613
387,398,Hivelocity,canada, ON L5N 4J9, Mississauga,6800 Millcreek Drive,,,,51.1384082,-117.8731057
388,399,Hut 8,canada, BC,Vancouver,,6535,3175,0.6,55.001251,-125.002441
389,400,DEAC European Data Center Operator,lithuania, Vilnius City Municipality, Vilnius,J. Tiškevičiaus g. 72,,,,54.70052875,25.32211892
390,401,China Telecom,china, Guangdong Sheng, Shenzhen Shi, Luohu Qu,,,,23.1357694,113.1982688
391,402,Lumen,usa, CA, Riverside,1550 Marlborough Avenue,23000,6208,,36.7014631,-118.755997
392,403,Lumen,usa, OR, Bandon,96614 Wickizer Way,10000,2906,,43.9792797,-120.737257
393,404,China Telecom,china, Shanghai,Pudong,,,,,31.2323437,121.4691024
394,405,Zenlayer,china, Shanghai, Baoshan,534 Hulan Rd,,,,31.2323437,121.4691024
395,406,Enzu,usa, TX, Houston,1301 Fannin Street,,,,31.2638905,-98.5456116
396,407,MOD Mission Critical,usa, IL, Chicago,350 East Cermak Road,143630,50992,6,40.0796606,-89.4337288
397,408,"Ascenty, a Digital Realty Company",brazil,Sao Paulo, 4 - Jardim Santa Izabel,Rua Papa João Paulo II,32291.73,,3,-23.5506507,-46.6333824
398,409,Enzu,usa, TX, Austin,7401 E Ben White Blvd,,,,31.2638905,-98.5456116
399,410,China Telecom,china, Anhui, Hefei,Shushan,,,,32.0,117.0
400,411,Digital Realty,brazil,sao simao, 350 - Vila Osasco,Avenida Roberto Pinto Sobrinho,43000,,4,-21.4800208,-47.5531095
401,412,FirstLight,usa, ME, Portland,340 Cumberland Ave,4000,,,45.709097,-68.8590201
402,413,China Telecom,china, Guangdong, Foshan Shi,Shunde Qu,,,,23.1357694,113.1982688
403,414,MOD Mission Critical,usa, UT, Salt Lake City,179 Social Hall Avenue,16000,10610,0.5,39.4225192,-111.714358
404,415,CyberNest,usa, NJ 07047, North Bergen,5851 West Side Ave,,,,40.7967992,-74.0099504
405,416,"Ascenty, a Digital Realty Company",brazil,sao simao, s/n - Parque das Industrias (Nova Veneza),Ascenty Sumaré - Rod. Anhanguera,118000,,14,-21.4800208,-47.5531095
406,417,Digital Realty,denmark, 2750 Ballerup,Industriparken 20,,77500,,4.1,55.73319559,12.35649091
407,418,CyrusOne,usa, TX, San Antonio,14719 Omicron Drive,175000,50000,18,31.2638905,-98.5456116
408,419,Struxture,canada, QC, Kirkland,17500 Trans-Canada Highway,103000,,16.5,52.4760892,-71.8258668
409,420,Cogent Communications,france,Dijon,,,,,,47.3215806,5.0414701
410,421,Performive,usa, CA, El Segundo,1920 East Maple Avenue,,,,36.7014631,-118.755997
411,422,China Telecom,china, Liaoning Sheng, Shenyang Shi, Heping Qu,,,,41.2374106,122.9955469
412,423,MOD Mission Critical,usa, TX, Houston,1301 Fannin Street,784143,231700,26,31.2638905,-98.5456116
413,424,Hivelocity,usa, PA, Philadelphia,2401 Locust St,,,,40.9699889,-77.7278831
414,425,Colocation America,usa, PA, Breinigsville,9999 Hamilton Blvd,250000,90000,,40.9699889,-77.7278831
415,426,LightEdge,usa, AZ, Phoenix,120 East Van Buren Street,5502,4854,0.51,34.395342,-111.763275
416,427,FirstLight,usa, NY, Victor,7890 Lehigh Crossing,2000,,,43.1561681,-75.8449946
417,429,FirstLight,usa, VT, Williston,45 Krupp Drive,20000,,,44.5990718,-72.5002608
418,430,24Shells Inc,canada, QC, Verdun,3000 Boulevard René Lévesque,,,,52.4760892,-71.8258668
419,431,Enzu,usa, NV, North Las Vegas,3330 E Lone Mountain Rd,,,,39.5158825,-116.853722
420,432,China Telecom,japan, Tokyo, Shinagawa City,Higashishinagawa,,,,35.6821936,139.762221
421,433,Digital Realty,sweden, 164 74 Kista, building 4,Esbogatan 11,37674,,3.5,59.403311,17.9442849
422,434,DataBank,usa, UT, Salt Lake, Bluffdale,85000,55780,6.3,39.4225192,-111.714358
423,435,T5 Data Centers,usa, CA, Newark,39800 Eureka Drive,128566,,8.5,36.7014631,-118.755997
424,436,China Telecom,china, Jiangsu, Wuxi, Yixing,,,,33.0000001,119.9999999
425,437,China Telecom,usa, CA, Santa Clara,2807 Mission College Boulevard,,,,36.7014631,-118.755997
426,438,Hivelocity,usa, NY, Latham,175 Old Loudon Road,11200,,,43.1561681,-75.8449946
427,439,Colocation America,usa, CA, Los Angeles,650 South Grand Avenue,66623,,,36.7014631,-118.755997
428,440,Amazon AWS,brazil,Rio de Janeiro, 10916 - Jacarepaguá,Estrada dos Bandeirantes,,,,-22.9110137,-43.2093727
429,441,Airtrunk,australia, Lane Cove West NSW 2066,1 Sirius Road,,312153,,120,-33.8119396,151.150078
430,442,Seek,australia, QLD 4814,Garbutt Townsville,,,,1.2,-25.7018233,148.8845377
431,443,Amazon AWS,usa,VA, Manassas, 7600 Doane Drive,127700,,,37.1232245,-78.4927721
432,444,STACK EMEA,sweden, 194 61 Upplands Väsby,Smedbyvägen 6,,8077,3728,14.4,59.49846141,17.9255656
433,445,Eurofiber Cloud Infra,netherlands, Groenekan,Koningin Wilhelminaweg 471,,37674,21527,,52.1234194,5.1513413
434,446,Amazon AWS,usa,VA, Manassas,10321 Tanner Way,212017,,,37.1232245,-78.4927721
435,447,Amazon AWS,usa,OR, Boardman,73579 Lewis and Clark Drive,,,,43.9792797,-120.737257
436,448,Microsoft Azure,india, Telangana,Hyderabad,,,,,17.8495919,79.1151663
437,449,Amazon AWS,usa, OH 43031, Jersey Township,Beech Rd NW & Jug St Rd,170000,,,40.2253569,-82.6881395
438,450,Amazon AWS,usa, VA, Sterling,45220 Prologis Plaza,54165,,,37.1232245,-78.4927721
439,451,Amazon AWS,usa,VA, Bristow,5945 Wellington Rd,,,,37.1232245,-78.4927721
440,452,Amazon AWS,usa,OR, Boardman,79388 Olson Rd,,,,43.9792797,-120.737257
441,453,Amazon AWS,usa, VA, Sterling,45210 Prologis Plaza,78300,,,37.1232245,-78.4927721
442,454,Oracle,switzerland,Zürich,,,,,,47.3744489,8.5410422
443,455,Amazon AWS,usa, VA, South Riding,43736 Clubber Lane,146000,,,37.1232245,-78.4927721
444,456,Epsilon Telecommunications,singapore,151 Lorong Chuan,,,12900,,,1.35205535,103.8608148
445,457,NTT Communications,hong kong, Tai Mo Shan,Route Twisk,,,,,22.4101175,114.124595
446,458,Stream Data Centers,usa, AZ, Goodyear,2950 South Litchfield Road,418200,,40.5,34.395342,-111.763275
447,459,Oracle,uk,London,,,,,,51.5074456,-0.1277653
448,460,Global Switch,spain, 28022 Madrid,4,Calle de Yécora,235966,,18,40.43623041,-3.605222346
449,461,Colt Technologies,france, Les Ulis,11 Avenue du Cap Horn,,,10269,,48.681708,2.1701573
450,462,OVHCloud,uk, Erith DA8 1EW,8 Viking Way,,,,,51.480819,0.1792322
451,463,NTT Communications,france, Paris,88 Champs-Élysées,,,,,48.8588897,2.320041022
452,464,NTT Communications,usa, VA, Sterling,22451 Shaw Road,,,,37.1232245,-78.4927721
453,465,Telepoint,bulgaria, 1592 Sofia,"Blvd ""Asen Yordanov"" 8",,9000,4000,,42.6497498,23.2604427
454,466,EdgeConnex,usa,OR, Hillsboro,6327 NW Evergreen Pkwy building c suite c 300,39400,,3,43.9792797,-120.737257
455,467,STACK INFRASTRUCTURE,sweden, 194 30 Upplands Väsby,Smedbyvägen 6,,60277.9,,12,59.517164,17.9164192
456,468,Serverfarm,netherlands, 1101 GB Amsterdam,Keienbergweg 22,,194000,,20,52.30919684,4.93596515
457,469,Amazon AWS,australia, Artarmon NSW,5 Broadcast Way,,,,,-33.8084051,151.184511
458,470,Amazon AWS,usa,VA, Ashburn,44858 Interconnection Plz,150000,,,37.1232245,-78.4927721
459,471,Amazon AWS,usa, VA 20166, Dulles,42949 Fadeley Ln,150000,,,41.838558,-71.425049
460,472,Oracle,usa, IL,Chicago,,,,,40.0796606,-89.4337288
461,473,IBM Cloud,usa, VA, Chantilly,4030 Lafayette Center Drive,,,,37.1232245,-78.4927721
462,474,Oracle,usa, VA,Ashburn,,,,,37.1232245,-78.4927721
463,475,NewTelco,germany, Innenstadt I,Kleyerstraße 88,,,,,53.8658954,10.68586485
464,477,Amazon AWS,usa, VA, Sterling,22520 Randolph Drive,138000,,,37.1232245,-78.4927721
465,478,STACK INFRASTRUCTURE,switzerland, 8197 Rafz,Industriestrasse,,49513.99,,10,47.61060581,8.544462493
466,479,Oracle,brazil, State of São Paulo,Vinhedo,,,,,-23.45872135,-46.54266112
467,480,Evocative,usa, CA, Emeryville,1400 65th Street,15042,15042,,36.7014631,-118.755997
468,481,Aligned Data Centers,usa, OR, Hillsboro,NE 30th Ave & Northeast Evergreen Road,,,72,43.9792797,-120.737257
469,482,Equinix,india, Maharashtra 400072, Mumbai, Andheri East,18357,,,21.5071955,78.9725097
470,484,Flexential,usa, FL 33634, Tampa,9417 Corporate Lake Dr,31600,8000,1.81,46.441062,-87.916286
471,485,Centersquare,usa, NM, Albuquerque,400 Tijeras Avenue Northwest,421290,30000,6,34.5802074,-105.996047
472,486,Equinix,india, Maharashtra 400072, Mumbai, Andheri East,32529,,,21.5071955,78.9725097
